"地区	","2025年	","2024年	","2023年	","2022年	","2021年	","2020年	","2019年	","2018年	","2017年	","2016年	"
"北京市	","	","22944	","23000	","21786	","22367	","22366	","22124	","20286	","20812	","20305	"
"天津市	","	","7552	","8377	","8197	","9194	","8429	","8474	","7848	","8765	","9848	"
"河北省	","	","14823	","16431	","16989	","17804	","16370	","15856	","16362	","17377	","16748	"
"山西省	","	","5376	","5350	","6396	","6854	","6018	","5472	","5637	","5839	","6204	"
"内蒙古自治区	","	","3552	","3480	","3575	","3984	","3776	","3699	","4111	","4940	","5706	"
"辽宁省	","	","9266	","10854	","10995	","12629	","12305	","12604	","12282	","13181	","13540	"
"吉林省	","	","3407	","3864	","4216	","4639	","4368	","4313	","5417	","7038	","6474	"
"黑龙江省	","	","3691	","4262	","4410	","4689	","4328	","4088	","4322	","4862	","5114	"
"上海市	","	","28618	","31121	","27929	","29626	","27643	","26369	","22718	","23731	","23501	"
"江苏省	","	","74433	","76980	","70013	","72226	","66556	","63176	","62794	","63938	","65854	"
"浙江省	","	","55568	","56199	","54345	","54338	","49142	","46952	","46586	","47796	","47649	"
"安徽省	","	","22474	","24347	","23606	","25939	","24581	","24321	","24875	","26106	","26314	"
"福建省	","	","21497	","22056	","21472	","22292	","21380	","20455	","20261	","20923	","20786	"
"江西省	","	","12143	","18284	","17263	","18149	","15605	","14204	","13837	","13176	","11828	"
"山东省	","	","46632	","50724	","43005	","41834	","38570	","34805	","41713	","44253	","45228	"
"河南省	","	","24520	","25170	","24735	","23883	","23848	","24457	","25586	","27432	","26700	"
"湖北省	","	","27004	","28337	","26976	","25595	","24141	","23693	","23869	","22849	","23191	"
"湖南省	","	","23397	","24406	","22690	","21936	","20982	","19466	","19863	","19406	","18827	"
"广东省	","	","90906	","93839	","90633	","94392	","85688	","83586	","74939	","72135	","65556	"
"广西壮族自治区	","	","6984	","7460	","6846	","6795	","5725	","4538	","4101	","3463	","2222	"
"海南省	","	","2013	","2160	","1922	","2017	","1874	","1817	","1820	","1966	","1963	"
"重庆市	","	","10321	","11734	","11565	","11796	","10928	","10269	","10861	","11519	","11406	"
"四川省	","	","23185	","25153	","24359	","25053	","22806	","24328	","21220	","22234	","21654	"
"贵州省	","	","4901	","4934	","5887	","7246	","6505	","6562	","7093	","7193	","6331	"
"云南省	","	","6867	","7484	","6865	","7321	","6748	","6728	","7189	","7423	","7194	"
"西藏自治区	","	","664	","664	","632	","631	","593	","615	","467	","455	","424	"
"陕西省	","	","12129	","13039	","12755	","13132	","12363	","11945	","11904	","11571	","10644	"
"甘肃省	","	","3549	","3700	","4170	","4598	","3934	","3671	","3986	","4448	","4643	"
"青海省	","	","776	","867	","935	","1013	","980	","1010	","1062	","1183	","1246	"
"宁夏回族自治区	","	","1404	","1540	","1651	","1694	","1600	","1532	","1667	","1842	","1764	"
"新疆维吾尔自治区	","	","4438	","4051	","3597	","3993	","3314	","3061	","3167	","3271	","3428	"
