"地区	","2025年	","2024年	","2023年	","2022年	","2021年	","2020年	","2019年	","2018年	","2017年	","2016年	"
"北京市	","	","34749	","31980	","32594	","28221	","25147	","22552	","20655	","19653	","20065	"
"天津市	","	","19162	","19635	","18488	","18952	","19033	","15634	","15051	","15770	","17170	"
"河北省	","	","37712	","34738	","33789	","30171	","24815	","21570	","16707	","13855	","13189	"
"山西省	","	","10697	","9698	","9827	","10152	","8444	","6201	","5423	","4398	","3786	"
"内蒙古自治区	","	","12496	","11056	","9065	","7722	","5755	","5064	","3769	","3796	","2970	"
"辽宁省	","	","23538	","19606	","21581	","20104	","17790	","13783	","12485	","11206	","9709	"
"吉林省	","	","13694	","13009	","12612	","7949	","6476	","6256	","3333	","2894	","2655	"
"黑龙江省	","	","6987	","6186	","6551	","6691	","5963	","4449	","2764	","3786	","4127	"
"上海市	","	","49733	","45050	","42835	","41431	","40630	","35326	","29258	","27581	","24228	"
"江苏省	","	","252845	","234666	","218368	","207371	","196799	","175906	","165096	","124980	","131284	"
"浙江省	","	","191577	","180387	","171872	","159920	","138589	","114326	","100254	","85639	","78729	"
"安徽省	","	","90580	","82018	","81620	","75058	","66677	","55520	","56596	","52916	","49791	"
"福建省	","	","60751	","59409	","57792	","51551	","45774	","37196	","31529	","31433	","28208	"
"江西省	","	","37079	","34785	","32595	","32350	","30838	","27813	","26303	","19383	","12594	"
"山东省	","	","122027	","123645	","113621	","98190	","78928	","57339	","60928	","55881	","45921	"
"河南省	","	","49985	","45208	","47069	","45391	","38206	","30397	","27603	","22367	","17457	"
"湖北省	","	","67462	","63597	","59771	","54807	","44035	","35149	","28003	","22244	","19574	"
"湖南省	","	","41120	","40317	","43973	","40576	","36209	","30900	","26339	","21319	","18249	"
"广东省	","	","377692	","366916	","354470	","340935	","305665	","272616	","241700	","199293	","145448	"
"广西壮族自治区	","	","12997	","11790	","11637	","11641	","7546	","6373	","6239	","5428	","5555	"
"海南省	","	","1878	","1685	","1567	","1613	","926	","734	","576	","443	","508	"
"重庆市	","	","26210	","27116	","26245	","22240	","19736	","16650	","18049	","17269	","17511	"
"四川省	","	","49117	","41770	","41462	","41236	","34536	","29678	","26277	","26687	","21685	"
"贵州省	","	","10180	","8290	","9294	","8372	","7227	","6919	","5976	","5344	","4341	"
"云南省	","	","13062	","13189	","11139	","9467	","9451	","7611	","6190	","5389	","4942	"
"西藏自治区	","	","165	","128	","97	","100	","92	","51	","39	","20	","44	"
"陕西省	","	","23380	","18424	","19071	","16285	","15187	","12797	","10182	","9232	","8142	"
"甘肃省	","	","8091	","7154	","5979	","4645	","3829	","3393	","3342	","3102	","2600	"
"青海省	","	","1937	","1744	","1423	","1354	","1423	","1088	","859	","729	","612	"
"宁夏回族自治区	","	","5801	","5486	","4725	","3935	","3774	","2885	","2205	","1978	","1757	"
"新疆维吾尔自治区	","	","9167	","7278	","6164	","5181	","4427	","3632	","3568	","3022	","2546	"
