"地区	","2025年	","2024年	","2023年	","2022年	","2021年	","2020年	","2019年	","2018年	","2017年	","2016年	"
"北京市	",52073.4,"49670.2	","47353.7	","45222.4	","44350.7	","38503.6	","37767.0	","35161.4	","31325.9	","28438.7	"
"天津市	",18539.82,"17931.3	","17211.8	","16588.5	","16093.2	","14230.8	","14097.2	","13411.1	","12468.2	","11487.0	"
"河北省	",49305.2,"47448.1	","45660.0	","43198.3	","41205.4	","36821.5	","35623.5	","32947.0	","31065.5	","28879.7	"
"山西省	",25495.68,"25353.5	","26050.8	","25653.2	","23087.8	","18202.7	","17311.0	","16153.1	","14679.1	","12160.1	"
"内蒙古自治区	",26710.34,"26337.0	","25020.5	","23795.7	","21584.8	","17623.4	","17479.4	","16252.9	","15009.9	","13879.0	"
"辽宁省	",33182.9,"32540.8	","31389.8	","29739.7	","28471.0	","25839.0	","25665.9	","24113.5	","22105.4	","20832.0	"
"吉林省	",14973.88,"14305.0	","13942.7	","13121.4	","13431.1	","12499.5	","11949.4	","11437.4	","11083.0	","10603.5	"
"黑龙江省	",16878,"16478.1	","16470.7	","16359.2	","15292.8	","14000.1	","13962.5	","13205.7	","12659.5	","12280.9	"
"上海市	",56708.71,"53759.5	","51404.5	","48594.5	","47059.4	","41603.9	","40241.2	","37769.1	","34378.3	","30963.9	"
"江苏省	",142351.5,"136696.9	","130924.3	","124564.2	","119853.2	","104566.6	","99836.9	","93456.3	","86512.9	","78261.2	"
"浙江省	",94545,"90007.0	","85619.6	","80770.0	","76765.3	","67164.5	","64632.0	","59311.7	","53135.2	","48095.8	"
"安徽省	",52989,"50646.7	","48227.5	","45525.1	","43102.8	","38628.8	","37584.8	","34377.3	","30141.8	","26801.2	"
"福建省	",60199.45,"57476.6	","54801.7	","52099.6	","49602.6	","43682.0	","42479.1	","39204.8	","34432.2	","30199.2	"
"江西省	",36020,"34227.9	","32677.1	","31568.1	","29838.2	","25825.4	","24724.0	","23016.9	","20497.6	","18761.2	"
"山东省	",103197,"98406.9	","94206.4	","89519.4	","84838.0	","74355.9	","72024.3	","67864.4	","63958.6	","59702.6	"
"河南省	",66632.79,"63557.1	","60627.7	","58807.4	","57806.9	","54160.6	","53739.3	","50273.5	","44586.5	","40167.7	"
"湖北省	",62660.9,"59644.3	","56794.3	","53445.4	","50093.3	","43017.6	","45557.0	","42425.5	","37624.2	","33767.6	"
"湖南省	",55308.65,"53084.7	","50667.5	","47957.9	","45751.9	","41693.7	","39930.7	","36629.3	","34127.7	","31225.0	"
"广东省	",145846.76,"141488.9	","137905.4	","132547.1	","127577.4	","113708.9	","110468.1	","101875.9	","93004.8	","83493.4	"
"广西壮族自治区	",29727.45,"28694.1	","27501.7	","26419.7	","25311.5	","22250.7	","21341.5	","19951.7	","18071.7	","16417.2	"
"海南省	",8108.85,"7972.7	","7590.2	","6912.8	","6508.9	","5640.8	","5442.1	","5004.2	","4552.9	","4151.0	"
"重庆市	",33757.93,"32046.7	","30614.3	","28771.8	","28092.5	","25158.1	","23689.6	","21866.8	","20260.8	","18271.1	"
"四川省	",67665.34,"64537.9	","61353.4	","57609.4	","55131.3	","49445.1	","47168.6	","43539.0	","38517.1	","33879.2	"
"贵州省	",23562.17,"22645.7	","21513.7	","20579.5	","19921.3	","18308.3	","17251.8	","15886.6	","14067.3	","12133.9	"
"云南省	",32765.78,"31423.4	","30595.8	","29301.1	","27895.3	","25214.5	","23902.1	","21427.5	","18864.6	","16773.6	"
"西藏自治区	",3031.89,"2789.1	","2532.9	","2235.4	","2145.1	","1956.5	","1750.3	","1583.5	","1381.0	","1197.4	"
"陕西省	",36551.1,"35437.1	","33976.5	","33035.6	","30476.6	","26297.0	","26214.5	","24354.8	","21776.1	","19354.6	"
"甘肃省	",13697.5,"13020.5	","12345.7	","11553.6	","10608.0	","9323.1	","9053.3	","8364.7	","7642.6	","7207.1	"
"青海省	",4121.84,"3965.5	","3849.2	","3677.4	","3446.3	","3080.6	","3020.2	","2799.9	","2517.0	","2310.7	"
"宁夏回族自治区	",5696.49,"5520.2	","5368.8	","5168.1	","4666.5	","4036.2	","3841.5	","3580.6	","3271.6	","2853.3	"
"新疆维吾尔自治区	",21462.14,"20492.4	","19603.3	","18550.5	","16791.5	","14262.2	","14024.9	","13110.1	","11460.8	","9913.9	"
